family,genus,species,authority,sp4,sp6,lifeform
Apocynaceae,Tabernaemontana,longipes,,,TAB2PE,NA
Apocynaceae,Tabernaemontana,panamensis,,,TAB2PA,S
Apocynaceae,Tabernaemontana,undulata,,,TAB2UN,S
Fabaceae:Caesal.,Tachigali,versicolor,Radlk.,TACV,TACHVE,T
Magnoliaceae,Talauma,gloriensis,,,TALAGL,T
Magnoliaceae,Talauma,sambuensis,,,TALASA,T
Malvaceae,Talipariti,tiliaceum_var.pernambucens,,,HIBIPE,NA
Sapindaceae,Talisia,nervosa,Radlk.,TALN,TALINE,U
Sapindaceae,Talisia,princeps,Oliv.,TALP,TALIPR,M
Anacardiaceae,Tapirira,guianensis,Aubl.,TAPG,TAPIGU,T
Dichapetalaceae,Tapura,cubensis,,,TAPUCU,NA
Asclepiadaceae,Tassadia,obovata,Decne.,CYNR,CYNARE,LIANA
Bignoniaceae,Tecoma,stans,,,TECOST,U
Verbenaceae,Tectona,grandis,,,TECTGR,T
Combretaceae,Terminalia,amazonia,(J.F. Gmel.) Exell,TERA,TERMAM,T
Combretaceae,Terminalia,catappa,,,TERMCA,NA
Combretaceae,Terminalia,myriocarpa,,,TERMMY,NA
Combretaceae,Terminalia,oblonga,(Ruiz & Pav.) Steud.,TERO,TERMOB,T
Combretaceae,Terminalia,sp.1,NA,NA,TERM1,NA
Theaceae,Ternstroemia,tepezapote,Schltdl. & Cham.,TERT,TERNTE,U
Dilleniaceae,Tetracera,hydrophila,Triana & Planch.,TETH,TET1HY,LIANA
Dilleniaceae,Tetracera,portobellensis,Beurl.,TET1,TET1PO,LIANA
Dilleniaceae,Tetracera,volubilis,L.,TETV,TET1VO,LIANA
Burseraceae,Tetragastris,panamensis,(Engl.) Kuntze,TET2,TET2PA,T
Malpighiaceae,Tetrapterys,discolor,NA,NA,TET3DI,LIANA
Malpighiaceae,Tetrapterys,seemannii,Triana & Planch.,TETS,TET3SE,LIANA
Malpighiaceae,Tetrapterys,sp.1,NA,NA,TET31,LIANA
Malpighiaceae,Tetrapterys,tinifolia,Triana & Planch.,TETM,TET3MA,LIANA
Flacourtiaceae,Tetrathylacium,johansenii,Standl.,TETJ,TET4JO,T
Flacourtiaceae,Tetrathylacium,macrophyllum,,,TET4MA,T
Euphorbiaceae,Tetrorchidium,euryphyllum,,,TET5EU,NA
Euphorbiaceae,Tetrorchidium,gorgonae,Croizat,TETG,TET5GO,M
Sterculiaceae,Theobroma,bernoullii,Pittier,THEB,THEOBE,M
Sterculiaceae,Theobroma,bicolor,,,THEOBI,NA
Sterculiaceae,Theobroma,cacao,L.,THEC,THEOCA,U
Sterculiaceae,Theobroma,simiarum,,,THEOCH,NA
Sterculiaceae,Theobroma,speciosum,,,THEOSP,NA
Malvaceae,Thespesia,populnea,NA,NA,THESPO,NA
Apocynaceae,Thevetia,ahouai,(L.) A. DC.,THEA,THEVAH,U
Sapindaceae,Thinouia,myriantha,Triana & Planch.,THIM,THINMY,LIANA
Melastomataceae,Tibouchina,bipenicillata,,,TIBOBI,NA
Asteraceae,Tilesia,baccata,(L.) Pruski,WULB,WULFBA,VINE
Melastomataceae,Tococa,acuminata,,,TOC1AC,S
Melastomataceae,Tococa,guianensis,NA,NA,TOC1GU,NA
Rubiaceae,Tocoyena,pittieri,(Standl.) Standl.,TOCP,TOCOPI,M
Hippocrateaceae,Tontelea,ovalifolia_subsp._ richardii,(Miers) A.C. Sm.,TONO,TONTOV,LIANA
Boraginaceae,Tournefortia,bicolor,Sw.,TOUB,TOURBI,LIANA
Boraginaceae,Tournefortia,cuspidata,Kunth,TOUC,TOURCU,VINE
Boraginaceae,Tournefortia,hirsutissima,L.,TOUH,TOURHI,VINE
Clusiaceae,Tovomita,longifolia,(Rich.) Hochr.,TOVL,TOVOLO,U
Clusiaceae,Tovomita,sp.1,NA,NA,TOVO1,NA
Clusiaceae,Tovomita,stylosa,Hemsl.,TOVS,TOVOST,U
Clusiaceae,Tovomita,weddelliana,,,TOVOWE,U
Burseraceae,Trattinnickia,aspera,(Standl.) Swart,TRAA,TRATAS,T
Burseraceae,Trattinnickia,burserifolia,,,TRATBU,NA
Ulmaceae,Trema,micrantha,(L.) Blume,TREM,TREMMI,M
Acanthaceae,Trichanthera,gigantea,(Bonpl.) Nees,TRIG,TRI1GI,U
Meliaceae,Trichilia,hirta,L.,TRIH,TRI2HI,T
Meliaceae,Trichilia,martiana,,,TRI2TO,M
Meliaceae,Trichilia,pallida,Sw.,TRI1,TRI2PA,M
Meliaceae,Trichilia,pleeana,(A. Juss.) C. DC.,TRI2,TRI2PL,M
Meliaceae,Trichilia,poeppigii,,,TRI2PO,NA
Meliaceae,Trichilia,quadrijuga,,,TRI2QU,M
Meliaceae,Trichilia,septentrionalis,,,TRI2SE,M
Meliaceae,Trichilia,sp.1,NA,NA,TRI21,NA
Meliaceae,Trichilia,sp.2,NA,NA,TRI22,NA
Meliaceae,Trichilia,trifolia,,,TRI2TR,NA
Meliaceae,Trichilia,tuberculata,(Triana & Planch.) C. DC.,TRI3,TRI2TU,T
Tiliaceae,Trichospermum,galeottii,(Turcz.) Kosterm.,TRI6,TRI4GA,M
Trigoniaceae,Trigonia,rugosa,Benth.,TRIF,TRIGRU,LIANA
Polygonaceae,Triplaris,cumingiana,Fisch. & C.A. Mey. ex C.A. Mey.,TRIC,TRIPCU,M
Tiliaceae,Triumfetta,bogotensis,,,TRIUBO,S
Moraceae,Trophis,caucana,(Pittier) C.C. Berg,OLMA,OLMEAS,U
Moraceae,Trophis,racemosa,(L.) Urb.,TROR,TROPRA,M
Turneraceae,Turnera,panamensis,Urb.,TURP,TURNPA,S
Staphyleaceae,Turpinia,occidentalis,(Sw.) G. Don,TURO,TURPOC,T
Bignoniaceae,Tynnanthus,croatianus,A.H. Gentry,TYNC,TYNNCR,LIANA
Ulmaceae,Ulmus,mexicana,NA,NA,ULMUME,NA
Rubiaceae,Uncaria,tomentosa,(Willd. ex Roem & Schult.) DC.,UNCT,UNCATO,LIANA
Unidentified,Unidentified,(howard)sp.2,,,UN2_CO,NA
Unidentified,Unidentified,(sherman),,,UN2_SH,NA
Unidentified,Unidentified,monitoreo_39,,,UN1M39,NA
Unidentified,Unidentified,monitoreo_40,,,UN1M40,NA
Unidentified,Unidentified,monitoreo_41_1,,,UN1M41,NA
Unidentified,Unidentified,monitoreo_9,,,UN1_M9,NA
Unidentified,Unidentified,species,,,UNIDEN,NA
Annonaceae,Unonopsis,peludo,,,UNON3,NA
Annonaceae,Unonopsis,panamensis,R.E. Fr.,UNO2,UNONPA,U
Annonaceae,Unonopsis,pittieri,Saff.,UNOP,UNONPI,M
Annonaceae,Unonopsis,sp.1,NA,NA,UNON1,NA
Annonaceae,Unonopsis,sp.2,NA,NA,UNON2,NA
Annonaceae,Unonopsis,theobromifolia,,,UNONTH,U
Annonaceae,Unonopsis,veneficiorum,,,UNONVE,NA
Urticaceae,Urera,baccifera,(L.) Gaudich. ex  Wedd.,UREB,URERBA,S
Urticaceae,Urera,caracasana,(Jacq.) Griseb.,UREC,URERCA,U
Urticaceae,Urera,eggersii,Hieron.,UREE,UREREG,LIANA
Humiriaceae,Vantanea,depleta,McPherson,VAND,VANTDE,T
Caricaceae,Vasconcellea,cauliflora,(Jacq.) A. DC.,CARC,CARICA,NA
Fabaceae:Papil.,Vatairea,erythrocarpa,,,VATAER,T
Asteraceae,Verbesina,gigantea,Jacq.,VERG,VERBGI,S
Asteraceae,Verbesina,lanata,,,VERBLA,S
Asteraceae,Vernonanthura,patens,(Kunth) H. Rob.,VERP,VERNPA,U
Caprifoliaceae,Viburnum,costaricanum,NA,NA,VIBUCO,NA
Myristicaceae,Virola,elongata,(Benth.) Warb.,VIRE,VIROEL,M
Myristicaceae,Virola,koschnyi,,,VIROKO,T
Myristicaceae,Virola,macrocarpa,NA,NA,VIROMA,NA
Myristicaceae,Virola,megacarpa,,,VIROME,M
Myristicaceae,Virola,multiflora,(Standl.) A.C. Sm.,VIR3,VIROSP,T
Myristicaceae,Virola,sebifera,Aubl.,VIR1,VIROSE,M
Myristicaceae,Virola,sp.1,NA,NA,VIRO1,NA
Myristicaceae,Virola,sp.2,NA,NA,VIRO2,NA
Myristicaceae,Virola,surinamensis,(Rol. ex Rottb.) Warb.,VIR2,VIROSU,T
Clusiaceae,Vismia,baccifera,(L.) Triana & Planch.,VIS1,VISMBA,U
Clusiaceae,Vismia,billbergiana,Beurl.,VIS2,VISMBI,U
Clusiaceae,Vismia,jefensis,,,VISMJE,U
Clusiaceae,Vismia,macrophylla,Kunth,VISM,VISMMA,M
Verbenaceae,Vitex,cooperi,Standl.,VITC,VITECO,M
Verbenaceae,Vitex,cymosa,,,VITECY,M
Vitaceae,Vitis,tiliifolia,Humb. & Bonpl. ex Roem. & Schult.,VITT,VITITI,LIANA
Vochysiaceae,Vochysia,ferruginea,Mart.,VOCF,VOCHFE,T
Vochysiaceae,Vochysia,guatemalensis,,,VOCHHO,NA
Vochysiaceae,Vochysia,jefensis,,,VOCHJE,NA
Vochysiaceae,Vochysia,sp.1,NA,NA,VOCH1,NA
Sterculiaceae,Waltheria,glomerata,,,WALTGL,S
Rubiaceae,Warszewiczia,coccinea,(Vahl) Klotzsch,WARC,WARSCO,M
Arecaceae,Welfia,regia,,,WELFRE,M
Malvaceae,Wercklea,cocleana,,,WERCCO,NA
Malvaceae,Wercklea,insignis,,,WERCIN,NA
Malvaceae,Wercklea,woodsonii,NA,NA,WERCWO,NA
Arecaceae,Wettinia,quinaria,,,WETTHI,NA
Arecaceae,Wettinia,quinaria,,,WETTQU,NA
Solanaceae,Witheringia,solanacea,,,WITHSO,S
Olacaceae,Ximenia,americana,,,XIMEAM,U
Bignoniaceae,Xylophragma,seemannianum,NA,NA,XYL3SE,LIANA
Annonaceae,Xylopia,aromatica,(Lam.) Mart.,XYLA,XYL1AR,M
Annonaceae,Xylopia,bocatorena,,,XYL1BO,M
Annonaceae,Xylopia,frutescens,Aubl.,XYLF,XYL1FR,M
Annonaceae,Xylopia,macrantha,Triana & Planch.,XYLM,XYL1MA,M
Annonaceae,Xylopia,sericea,,,XYL1SE,NA
Flacourtiaceae,Xylosma,chlorantha,Donn. Sm.,XYLC,XYL2CH,U
Flacourtiaceae,Xylosma,oligandra,Donn. Sm.,XYLO,XYL2OL,S
Flacourtiaceae,Xylosma,panamensis,,,XYL2PA,NA
Cycadaceae,Zamia,sp.1,NA,NA,ZAMI1,NA
Rutaceae,Zanthoxylum,acuminatum,(Sw.) Sw.,ZANJ,ZANTPR,NA
Rutaceae,Zanthoxylum,ekmanii,(Urb.) Alain,ZANB,ZANTBE,T
Rutaceae,Zanthoxylum,melanostictum,NA,NA,ZANTME,NA
Rutaceae,Zanthoxylum,panamense,P. Wilson,ZAN1,ZANTP1,T
Rutaceae,Zanthoxylum,setulosum,P. Wilson,ZANS,ZANTSE,M
Rhamnaceae,Ziziphus,chloroxylon,,,ZIZICI,NA
Rhamnaceae,Ziziphus,mauritiana,,,ZIZIMA,NA
Rhamnaceae,Ziziphus,strychnifolia,NA,NA,ZIZIST,NA
Flacourtiaceae,Zuelania,guidonia,(Sw.) Britton & Millsp.,ZUEG,ZUELGU,M
Fabaceae:Mimos.,Zygia,dinizii,"(Ducke) D.A. Neill, G.P. Lewis & Klitgaard",PITD,PIT1DI,NA
Fabaceae:Mimos.,Zygia,englesingii,,,ZYGIEN,NA
Fabaceae:Mimos.,Zygia,latifolia,(L.) Fawc. & Rendle,ZYGL,ZYGILA,NA
Fabaceae:Mimos.,Zygia,longifolia,,,ZYGILO,M
Fabaceae:Mimos.,Zygia,sp.1,NA,NA,ZYGI1,NA
Fabaceae:Mimos.,Zygia,sp.2,NA,NA,ZYGI2,NA
